age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
-0.43349604827024324,services,married,primary,no,-0.5737,yes,no,cellular,gr3,EndQuarter,-0.37240757159786536,1.7142071148432856,0.5756526124874459,-0.36539727443041087,unknown,yes
-1.10608477859377,management,single,tertiary,no,-0.634,yes,no,cellular,gr3,EarlyQuarter,1.148878138344747,0.9538619339825977,0.5756526124874459,-0.36539727443041087,unknown,yes
0.15501909076284265,services,married,secondary,no,-0.2113,no,no,cellular,gr3,EndQuarter,0.3198792333090979,-0.5668284277387787,-2.006600449581322,0.49683434898390505,success,yes
-0.09720168310847987,admin.,single,secondary,no,-0.604,no,no,cellular,gr3,MidQuarter,1.352491904493854,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-1.10608477859377,blue-collar,single,secondary,no,-0.6943,yes,no,cellular,gr3,EarlyQuarter,1.9546068986776413,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.7697904134320066,admin.,married,secondary,no,0.1812,no,yes,cellular,gr3,EarlyQuarter,0.7358330698708447,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
1.7524173252812185,housemaid,married,tertiary,no,0.151,no,no,cellular,gr3,EarlyQuarter,0.3606019865389193,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.6016432308511249,technician,married,tertiary,no,-0.513,no,no,cellular,gr2,MidQuarter,-0.855263074180033,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.6016432308511249,blue-collar,married,secondary,no,0.1207,yes,no,cellular,gr3,MidQuarter,-0.41022155673984234,-0.18665583730843463,-1.4207588958520643,0.49683434898390505,failure,yes
0.8276078210863693,entrepreneur,married,secondary,no,-1.087,no,yes,cellular,gr3,EarlyQuarter,1.829529870900333,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,yes
1.7524173252812185,retired,married,secondary,no,-0.302,no,no,cellular,gr3,MidQuarter,-0.5382073526049952,-0.18665583730843463,-1.7534941472419827,2.221297595812537,success,yes
0.2390926820532835,services,divorced,secondary,no,-0.513,yes,no,cellular,gr3,MidQuarter,-0.855263074180033,-0.5668284277387787,-1.2273743053006587,0.0657185372767471,failure,no
0.7435342297959285,blue-collar,married,primary,no,3.412,yes,no,cellular,gr3,EndQuarter,0.7067453889924009,0.19351675312190947,-2.1687022387200003,0.0657185372767471,failure,yes
1.1639021862481327,admin.,divorced,secondary,no,0.302,no,no,cellular,gr2,MidQuarter,-0.6312879314160155,-0.18665583730843463,-2.000912667506281,3.083529219226853,failure,yes
-0.43349604827024324,management,married,tertiary,no,0.1812,yes,no,unknown,gr3,EndQuarter,-0.9454348849032088,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,no
-1.2742319611746515,technician,single,secondary,no,0.03018,yes,no,cellular,gr3,EndQuarter,0.03772872878819271,-0.18665583730843463,-1.992380994393719,1.790181784105379,success,yes
-1.1901583698842109,services,single,secondary,no,0.06036,no,no,telephone,gr2,EndQuarter,1.314677919351877,-0.5668284277387787,-1.716523563754214,4.376876654348327,success,yes
0.5753870472150469,management,married,tertiary,no,1.6,yes,no,unknown,gr2,EndQuarter,1.2215973405408567,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.6857168221415657,technician,married,secondary,no,-0.483,yes,no,cellular,gr3,EndQuarter,-0.8610806103557217,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-0.3494224569798024,admin.,married,tertiary,no,1.117,yes,no,cellular,gr3,EarlyQuarter,-0.7214597421391913,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
1.6683437339907778,retired,divorced,primary,no,1.026,no,no,cellular,gr3,EndQuarter,-0.08734829898911578,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.43349604827024324,technician,married,secondary,no,-0.604,no,no,cellular,gr2,MidQuarter,-0.7912701762474565,0.5736893435522535,0.5756526124874459,-0.36539727443041087,unknown,no
-0.6016432308511249,entrepreneur,married,tertiary,no,-0.5435,yes,no,telephone,gr3,MidQuarter,-0.916347204024765,1.3340345244129417,0.5756526124874459,-0.36539727443041087,unknown,no
-0.26534886568936156,management,married,tertiary,no,0.03018,no,no,cellular,gr3,MidQuarter,-0.2909620651382226,-0.18665583730843463,-1.7478063651669413,0.9279501606910632,success,yes
4.106477881413562,retired,divorced,primary,no,-0.2415,no,no,telephone,gr3,EndQuarter,0.5380368398974267,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
0.5753870472150469,management,married,tertiary,no,-0.06036,yes,yes,cellular,gr3,EarlyQuarter,2.484002690665319,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,yes
1.500196551409896,management,married,tertiary,no,1.63,no,no,cellular,gr3,EndQuarter,0.8696364019116863,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.517569639560684,blue-collar,married,secondary,no,-0.483,yes,no,cellular,gr3,MidQuarter,-0.5411161206928395,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
0.15501909076284265,technician,single,secondary,no,0.1207,no,no,unknown,gr3,EndQuarter,-0.8639893784435662,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
-0.6016432308511249,management,married,tertiary,no,-0.5435,yes,no,unknown,gr3,MidQuarter,-0.89307705932201,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
0.995755003667251,management,married,tertiary,no,1.057,no,no,cellular,gr3,EarlyQuarter,-0.18915518206366919,-0.5668284277387787,-1.474792825564957,0.49683434898390505,failure,yes
0.32316627334372433,management,single,tertiary,no,-0.3623,no,no,cellular,gr3,MidQuarter,-0.8058140166866784,-0.18665583730843463,-1.5117634090527257,4.376876654348327,unknown,yes
1.6683437339907778,retired,married,tertiary,no,1.569,no,no,cellular,gr3,MidQuarter,-0.42476539717906425,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.26534886568936156,admin.,divorced,secondary,no,-0.634,no,no,unknown,gr3,EndQuarter,-0.9192559721126095,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-0.8538640047224474,blue-collar,married,primary,no,-0.302,yes,no,unknown,gr3,MidQuarter,-0.11061844369187084,2.854724886134318,0.5756526124874459,-0.36539727443041087,unknown,no
2.2568588730238637,retired,married,secondary,no,-0.634,no,no,cellular,gr3,EndQuarter,0.6223911144449138,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
3.181668377218713,retired,married,secondary,no,2.445,no,no,cellular,gr3,EndQuarter,0.24425126302514394,-0.18665583730843463,-1.483324498677519,3.514645030934011,success,yes
-0.013128091818039036,management,married,tertiary,no,-0.634,no,no,cellular,gr3,MidQuarter,2.530542980070829,0.9538619339825977,0.5756526124874459,-0.36539727443041087,unknown,yes
-1.022011187303329,services,single,secondary,no,-0.151,no,no,cellular,gr3,MidQuarter,-0.08443953090127139,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
1.4161229601194552,management,married,tertiary,no,0.8755,no,no,cellular,gr2,MidQuarter,-0.9134384359369206,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
0.07094549947240181,blue-collar,married,secondary,no,0.755,no,no,cellular,gr3,EndQuarter,0.9685345168983954,-0.5668284277387787,-1.7108357816791726,0.0657185372767471,failure,yes
-0.8538640047224474,management,married,tertiary,no,1.208,yes,no,cellular,gr3,EndQuarter,-0.16297626927306974,0.19351675312190947,-1.9838493212811568,3.514645030934011,unknown,yes
0.5753870472150469,management,married,secondary,no,-0.332,no,no,cellular,gr3,MidQuarter,0.1773495970047231,1.3340345244129417,0.5756526124874459,-0.36539727443041087,unknown,no
0.7435342297959285,entrepreneur,married,primary,no,-0.3923,yes,no,cellular,gr2,EarlyQuarter,-1.0472417679777624,0.9538619339825977,0.5756526124874459,-0.36539727443041087,unknown,no
-1.6945999176268558,technician,single,secondary,no,-0.4226,no,no,cellular,gr3,MidQuarter,-0.7010983655242806,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.8538640047224474,management,single,secondary,no,-0.06036,yes,no,cellular,gr3,EarlyQuarter,0.5903946654786255,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.43349604827024324,services,single,secondary,no,-0.755,yes,no,cellular,gr3,EarlyQuarter,2.0389611732251285,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
1.0798285949576918,management,divorced,tertiary,no,1.66,no,no,cellular,gr3,EarlyQuarter,1.9197016816235086,-0.5668284277387787,-2.006600449581322,1.359065972398221,success,yes
-1.1901583698842109,admin.,single,secondary,no,1.419,no,no,telephone,gr3,EndQuarter,0.11335669907214668,0.5736893435522535,-1.7193674547917346,0.0657185372767471,unknown,yes
-0.3494224569798024,unemployed,single,secondary,no,-0.3923,no,no,cellular,gr2,EarlyQuarter,3.5718819555191184,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
1.584270142700337,blue-collar,divorced,primary,no,-0.5737,yes,no,unknown,gr3,EndQuarter,-0.878533218882788,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,no
1.0798285949576918,services,divorced,secondary,no,-0.634,no,no,cellular,gr3,EndQuarter,-0.029172937232228108,-0.5668284277387787,-1.440666133114709,0.9279501606910632,success,yes
1.2479757775385736,technician,married,secondary,no,-0.634,yes,yes,cellular,gr2,EarlyQuarter,-0.6400142356795486,-0.5668284277387787,-1.6312068326285938,0.9279501606910632,unknown,no
-0.6857168221415657,management,married,tertiary,no,1.962,yes,no,cellular,gr3,EarlyQuarter,-0.5876564100983497,-0.5668284277387787,-1.2899399081261134,0.0657185372767471,unknown,yes
0.6594606385054876,blue-collar,married,primary,no,-0.7246,no,no,cellular,gr3,EarlyQuarter,-0.9337998125518313,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-1.2742319611746515,entrepreneur,single,secondary,no,-0.5737,yes,no,cellular,gr3,MidQuarter,1.2739551661220556,-0.5668284277387787,-1.5032317359401637,0.0657185372767471,failure,yes
0.07094549947240181,management,married,tertiary,no,-0.4226,yes,no,unknown,gr3,MidQuarter,-0.5934739462740385,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
0.40723986463416517,blue-collar,married,primary,no,-0.332,no,no,unknown,gr3,EndQuarter,-0.8232666252137447,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
2.1727852817334226,retired,divorced,primary,no,0.2717,no,no,cellular,gr3,MidQuarter,-0.6923720612607475,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-1.10608477859377,services,single,secondary,no,-0.5737,no,yes,cellular,gr2,EarlyQuarter,-0.3607724992464878,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-0.43349604827024324,technician,divorced,secondary,no,0.1207,yes,no,cellular,gr3,EarlyQuarter,-0.5236635121657732,0.5736893435522535,-2.000912667506281,6.963571524591274,unknown,yes
-1.610526326336415,student,single,secondary,no,0.03018,no,no,cellular,gr3,EarlyQuarter,-0.25896561617193437,-0.5668284277387787,-1.0425213878618151,0.49683434898390505,unknown,yes
0.5753870472150469,management,married,tertiary,no,-0.634,no,no,telephone,gr1,EndQuarter,-0.3607724992464878,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.18127527439892072,technician,single,tertiary,no,-0.604,yes,no,unknown,gr3,MidQuarter,-0.9134384359369206,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
0.07094549947240181,entrepreneur,married,secondary,no,-0.513,yes,no,cellular,gr3,EarlyQuarter,0.9394468360199515,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.7697904134320066,management,single,tertiary,no,2.928,no,no,cellular,gr3,EarlyQuarter,0.08136025010585846,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
0.6594606385054876,blue-collar,married,secondary,no,-0.634,no,yes,cellular,gr3,EarlyQuarter,0.7358330698708447,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
0.07094549947240181,management,married,tertiary,no,1.842,yes,no,cellular,gr3,EarlyQuarter,-0.16297626927306974,-0.5668284277387787,-1.2700326708634688,0.49683434898390505,failure,yes
-0.6857168221415657,blue-collar,married,primary,no,-0.6943,yes,yes,cellular,gr3,MidQuarter,-0.5876564100983497,1.3340345244129417,0.5756526124874459,-0.36539727443041087,unknown,no
-0.3494224569798024,services,single,secondary,no,-0.604,yes,no,cellular,gr1,EarlyQuarter,-0.7389123506662576,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
0.40723986463416517,blue-collar,single,tertiary,no,-0.453,no,no,cellular,gr3,EarlyQuarter,-0.21242532676642426,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.6857168221415657,services,married,secondary,no,-0.5435,no,yes,unknown,gr3,EarlyQuarter,0.8841802423509083,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
1.2479757775385736,self-employed,married,tertiary,yes,-0.634,no,no,cellular,gr2,EndQuarter,-0.7272772783148801,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-0.18127527439892072,self-employed,divorced,secondary,no,-0.634,yes,no,unknown,gr3,MidQuarter,-0.4713056865845744,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
-0.3494224569798024,management,married,tertiary,no,-0.604,no,yes,cellular,gr3,MidQuarter,-0.6981895974364363,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-1.2742319611746515,technician,single,tertiary,no,3.895,no,no,cellular,gr3,MidQuarter,-0.2676919204354675,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.6016432308511249,technician,single,secondary,no,-0.513,no,no,telephone,gr3,MidQuarter,-0.32877605028019957,0.5736893435522535,0.5756526124874459,-0.36539727443041087,unknown,no
0.40723986463416517,blue-collar,married,primary,no,-0.151,no,no,cellular,gr3,MidQuarter,1.814986030461111,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.6016432308511249,admin.,single,secondary,no,-0.2717,yes,no,cellular,gr2,EarlyQuarter,-0.8232666252137447,-0.5668284277387787,-1.525982864240329,0.49683434898390505,failure,no
-0.6016432308511249,services,married,secondary,no,-0.06036,no,no,cellular,gr3,MidQuarter,-0.6400142356795486,-0.5668284277387787,-1.7478063651669413,2.221297595812537,success,yes
0.6594606385054876,technician,single,secondary,no,0.0,yes,no,unknown,gr3,EndQuarter,-0.7272772783148801,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-0.8538640047224474,management,single,tertiary,no,0.906,no,no,cellular,gr3,MidQuarter,-0.331684818368044,-0.5668284277387787,-2.0577904882566944,0.0657185372767471,failure,yes
0.2390926820532835,management,married,tertiary,no,2.324,no,no,cellular,gr3,MidQuarter,0.11626546715999106,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.8538640047224474,services,single,secondary,no,1.932,yes,no,unknown,gr3,MidQuarter,1.5997371919606265,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
0.9116814123768102,management,divorced,primary,no,-0.5737,no,yes,cellular,gr3,EarlyQuarter,0.2820652481671209,1.7142071148432856,0.5756526124874459,-0.36539727443041087,unknown,no
-1.1901583698842109,management,single,tertiary,no,-0.03018,yes,no,cellular,gr3,MidQuarter,-1.0065190147479408,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
0.9116814123768102,blue-collar,married,tertiary,no,-0.453,yes,no,cellular,gr3,EndQuarter,-0.9018033635855431,-0.18665583730843463,-1.7108357816791726,0.0657185372767471,failure,no
-0.6857168221415657,management,single,tertiary,no,-0.4226,yes,no,cellular,gr3,EarlyQuarter,-0.7185509740513469,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
0.07094549947240181,housemaid,divorced,secondary,no,0.0906,yes,no,cellular,gr3,EarlyQuarter,-0.5643862653955947,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
1.0798285949576918,management,divorced,tertiary,no,1.66,no,no,cellular,gr3,EarlyQuarter,-0.14843242883384783,0.5736893435522535,0.5756526124874459,-0.36539727443041087,unknown,yes
0.491313455924606,services,divorced,tertiary,no,0.2113,no,no,cellular,gr3,EarlyQuarter,-0.06698692237420509,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.013128091818039036,technician,married,secondary,no,0.03018,yes,no,unknown,gr3,MidQuarter,2.9581318889839534,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-1.022011187303329,student,single,secondary,no,-0.5737,yes,no,unknown,gr3,MidQuarter,-0.5905651781861941,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,no
0.15501909076284265,services,divorced,secondary,no,-0.7847,yes,no,cellular,gr2,EarlyQuarter,0.6049385059178475,0.5736893435522535,0.5756526124874459,-0.36539727443041087,unknown,no
0.7435342297959285,admin.,divorced,secondary,no,-0.5737,no,yes,cellular,gr3,EndQuarter,-0.8959858274098543,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
0.5753870472150469,management,divorced,tertiary,no,-0.332,no,yes,unknown,gr3,EndQuarter,2.5334517481586736,1.7142071148432856,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.9379375960128883,management,single,tertiary,no,-0.513,no,yes,cellular,gr2,EarlyQuarter,-0.7010983655242806,1.7142071148432856,0.5756526124874459,-0.36539727443041087,unknown,no
-1.10608477859377,self-employed,single,tertiary,no,-0.1812,no,no,cellular,gr3,MidQuarter,-0.11934474795540399,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.8538640047224474,technician,divorced,secondary,no,-0.453,no,no,cellular,gr3,MidQuarter,-0.6952808293485919,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
0.995755003667251,blue-collar,married,secondary,no,0.2113,no,no,unknown,gr3,EndQuarter,-0.8261753933015892,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
-0.6857168221415657,self-employed,married,secondary,no,-0.3923,no,no,cellular,gr3,EndQuarter,-0.6022002505375716,-0.5668284277387787,-1.9895371033561982,1.359065972398221,success,yes
-0.517569639560684,management,single,secondary,yes,-0.7246,yes,no,unknown,gr2,MidQuarter,-0.30259713748960015,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,no
-0.6857168221415657,technician,divorced,secondary,no,-0.1812,no,no,cellular,gr3,MidQuarter,-0.09025706707696016,0.9538619339825977,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.517569639560684,entrepreneur,married,secondary,no,0.7847,no,no,cellular,gr3,MidQuarter,0.16571452465334557,0.5736893435522535,-1.7989964038423134,0.49683434898390505,failure,yes
2.509079646895186,retired,married,primary,no,0.634,no,no,cellular,gr3,MidQuarter,-0.4654881504088856,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-0.7697904134320066,services,married,secondary,no,1.087,yes,no,cellular,gr3,EndQuarter,-0.7912701762474565,-0.18665583730843463,-1.7278991279042966,0.0657185372767471,failure,no
-0.9379375960128883,blue-collar,married,secondary,no,-0.453,yes,yes,unknown,gr3,MidQuarter,2.0389611732251285,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
0.2390926820532835,blue-collar,married,secondary,no,0.815,yes,no,cellular,gr2,EndQuarter,-0.7534561911054796,-0.5668284277387787,-1.7278991279042966,0.49683434898390505,failure,no
-0.9379375960128883,management,single,tertiary,no,1.932,yes,no,cellular,gr3,MidQuarter,-0.10770967560402646,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
1.0798285949576918,management,married,secondary,no,-0.3923,no,no,cellular,gr2,MidQuarter,-0.8843507550584768,0.9538619339825977,0.5756526124874459,-0.36539727443041087,unknown,no
-0.18127527439892072,technician,single,secondary,no,-0.03018,no,no,cellular,gr3,MidQuarter,0.06681640966663654,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,yes
1.1639021862481327,unemployed,married,primary,no,2.506,no,no,telephone,gr2,EarlyQuarter,-0.4974845993751738,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
1.500196551409896,management,married,secondary,no,0.06036,no,no,unknown,gr3,EndQuarter,10.206781963892157,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,yes
0.7435342297959285,entrepreneur,married,secondary,no,-0.332,yes,no,unknown,gr3,MidQuarter,-0.7040071336121251,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
-0.517569639560684,unemployed,married,secondary,no,0.3923,yes,no,telephone,gr3,EarlyQuarter,-0.3084146736652889,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,no
2.509079646895186,retired,married,secondary,no,-0.604,no,no,cellular,gr3,MidQuarter,2.3356555181852556,0.19351675312190947,-1.7278991279042966,0.0657185372767471,unknown,no
1.6683437339907778,retired,married,secondary,no,-0.5737,no,no,cellular,gr3,EarlyQuarter,0.7765558231006661,-0.5668284277387787,-1.9980687764687601,0.0657185372767471,success,yes
-0.517569639560684,self-employed,married,tertiary,no,1.057,yes,no,cellular,gr3,EndQuarter,-0.7738175677203902,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,yes
-1.610526326336415,student,single,secondary,no,0.0,no,no,cellular,gr2,MidQuarter,-0.6603756122944593,0.19351675312190947,-1.7193674547917346,0.0657185372767471,failure,yes
-0.6016432308511249,technician,married,secondary,no,-0.634,no,no,cellular,gr3,MidQuarter,-0.48003199084810755,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
-0.18127527439892072,technician,married,tertiary,no,-0.5737,no,no,cellular,gr3,MidQuarter,-0.878533218882788,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
0.9116814123768102,unemployed,married,primary,no,0.2415,no,no,cellular,gr2,EarlyQuarter,-0.8698069146192549,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
1.4161229601194552,blue-collar,married,primary,no,-0.3623,no,no,cellular,gr3,MidQuarter,-0.5847476420105053,2.854724886134318,0.5756526124874459,-0.36539727443041087,unknown,no
-0.6016432308511249,technician,single,tertiary,no,0.7246,yes,no,cellular,gr3,MidQuarter,0.7212892294316228,0.19351675312190947,0.5756526124874459,-0.36539727443041087,unknown,yes
-1.2742319611746515,student,single,tertiary,no,3.502,yes,no,cellular,gr3,MidQuarter,-0.7563649591933239,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
-1.10608477859377,technician,single,secondary,no,0.3923,yes,no,unknown,gr3,MidQuarter,-0.5120284398143957,-0.5668284277387787,0.5756526124874459,-0.36539727443041087,unknown,no
0.7435342297959285,housemaid,married,tertiary,no,1.569,yes,no,cellular,gr3,EarlyQuarter,-0.9337998125518313,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
-0.8538640047224474,unemployed,single,secondary,no,-0.302,yes,no,cellular,gr3,EndQuarter,0.5118579271068272,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,yes
1.500196551409896,admin.,married,secondary,no,0.1812,yes,no,cellular,gr3,MidQuarter,-0.2066077905907355,0.19351675312190947,-1.517451191127767,4.376876654348327,success,no
-0.3494224569798024,blue-collar,married,primary,no,-0.5435,yes,no,cellular,gr3,EarlyQuarter,-0.3491374268951103,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
-0.6857168221415657,management,married,tertiary,no,-0.2717,yes,yes,cellular,gr3,MidQuarter,-0.7214597421391913,-0.18665583730843463,-1.4947000628276017,0.49683434898390505,failure,no
1.1639021862481327,technician,married,tertiary,no,0.06036,no,no,cellular,gr2,EarlyQuarter,0.043546264963881476,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,yes
0.07094549947240181,management,married,tertiary,no,0.4226,no,yes,cellular,gr2,EarlyQuarter,-0.7738175677203902,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,no
-0.6016432308511249,admin.,married,secondary,no,0.151,yes,no,cellular,gr3,EarlyQuarter,-0.5411161206928395,-0.5668284277387787,-1.335442164726444,0.49683434898390505,failure,no
0.40723986463416517,blue-collar,single,tertiary,no,-0.3623,yes,no,unknown,gr3,MidQuarter,2.1233154477726157,-0.18665583730843463,0.5756526124874459,-0.36539727443041087,unknown,yes
